Longitude	Latitude	Height
-8.4375	36.5375	48.761
-8.4125	36.5375	48.802
-8.3875	36.5375	48.84
-8.3625	36.5375	48.877
-8.3375	36.5375	48.914
-8.3125	36.5375	48.951
-8.2875	36.5375	48.987
-8.2625	36.5375	49.02
-8.2375	36.5375	49.051
-8.2125	36.5375	49.076
-8.1875	36.5375	49.098
-8.1625	36.5375	49.117
-8.1375	36.5375	49.134
-8.1125	36.5375	49.149
-8.0875	36.5375	49.165
-8.0625	36.5375	49.18
-8.0375	36.5375	49.194
-8.0125	36.5375	49.204
-7.9875	36.5375	49.211
-7.9625	36.5375	49.215
-7.9375	36.5375	49.215
-7.9125	36.5375	49.215
-7.8875	36.5375	49.213
-7.8625	36.5375	49.21
-7.8375	36.5375	49.208
-7.8125	36.5375	49.206
-7.7875	36.5375	49.205
-7.7625	36.5375	49.203
-7.7375	36.5375	49.198
-7.7125	36.5375	49.184
-7.6875	36.5375	49.164
-7.6625	36.5375	49.133
-7.6375	36.5375	49.092
-7.6125	36.5375	49.036
-7.5875	36.5375	48.969
-7.5625	36.5375	48.896
-7.5375	36.5375	48.819
-7.5125	36.5375	48.736
-7.4875	36.5375	48.645
-7.4625	36.5375	48.542
-7.4375	36.5375	48.43
-7.4125	36.5375	48.309
-7.3875	36.5375	48.186
-7.3625	36.5375	48.064
-7.3375	36.5375	47.947
-7.3125	36.5375	47.836
-7.2875	36.5375	47.731
-7.2625	36.5375	47.635
-7.2375	36.5375	47.545
-7.2125	36.5375	47.461
-7.1875	36.5375	47.383
-7.1625	36.5375	47.308
-7.1375	36.5375	47.235
-7.1125	36.5375	47.163
-7.0875	36.5375	47.09
-7.0625	36.5375	47.02
-7.0375	36.5375	46.953
-7.0125	36.5375	46.886
-6.9875	36.5375	46.818
-6.9625	36.5375	46.746
-6.9375	36.5375	46.675
-6.9125	36.5375	46.604
-6.8875	36.5375	46.535
-6.8625	36.5375	46.468
-6.8375	36.5375	46.401
-6.8125	36.5375	46.339
-6.7875	36.5375	46.274
-6.7625	36.5375	46.204
-6.7375	36.5375	46.131
-6.7125	36.5375	46.055
-6.6875	36.5375	45.982
-6.6625	36.5375	45.91
-6.6375	36.5375	45.839
-6.6125	36.5375	45.767
-6.5875	36.5375	45.697
-6.5625	36.5375	45.631
-6.5375	36.5375	45.567
-6.5125	36.5375	45.505
-6.4875	36.5375	45.445
-6.4625	36.5375	45.386
-6.4375	36.5375	45.331
-6.4125	36.5375	45.276
-6.3875	36.5375	45.23
-6.3625	36.5375	45.193
-6.3375	36.5375	45.162
-6.3125	36.5375	45.144
-6.2875	36.5375	45.13
-6.2625	36.5375	45.123
-6.2375	36.5375	45.115
-6.2125	36.5375	45.108
-6.1875	36.5375	45.101
-6.1625	36.5375	45.089
-6.1375	36.5375	45.076
-6.1125	36.5375	45.06
-6.0875	36.5375	45.058
-6.0625	36.5375	45.052
-6.0375	36.5375	45.049
-6.0125	36.5375	45.042
-5.9875	36.5375	45.04
-10.0125	36.5625	47.43
-9.9875	36.5625	47.48
-9.9625	36.5625	47.527
-9.9375	36.5625	47.568
-9.9125	36.5625	47.605
-9.8875	36.5625	47.639
-9.8625	36.5625	47.673
-9.8375	36.5625	47.711
-9.8125	36.5625	47.757
-9.7875	36.5625	47.809
-9.7625	36.5625	47.866
-9.7375	36.5625	47.927
-9.7125	36.5625	47.987
-9.6875	36.5625	48.045
-9.6625	36.5625	48.103
-9.6375	36.5625	48.155
-9.6125	36.5625	48.2
-9.5875	36.5625	48.233
-9.5625	36.5625	48.257
-9.5375	36.5625	48.273
-9.5125	36.5625	48.283
-9.4875	36.5625	48.287
-9.4625	36.5625	48.288
-9.4375	36.5625	48.283
-9.4125	36.5625	48.274
-9.3875	36.5625	48.262
-9.3625	36.5625	48.251
-9.3375	36.5625	48.243
-9.3125	36.5625	48.234
-9.2875	36.5625	48.219
-9.2625	36.5625	48.201
-9.2375	36.5625	48.184
-9.2125	36.5625	48.173
-9.1875	36.5625	48.166
-9.1625	36.5625	48.159
-9.1375	36.5625	48.151
-9.1125	36.5625	48.146
-9.0875	36.5625	48.159
-9.0625	36.5625	48.186
-9.0375	36.5625	48.225
-9.0125	36.5625	48.273
-8.9875	36.5625	48.328
-8.9625	36.5625	48.388
-8.9375	36.5625	48.454
-8.9125	36.5625	48.525
-8.8875	36.5625	48.596
-8.8625	36.5625	48.66
-8.8375	36.5625	48.715
-8.8125	36.5625	48.759
-8.7875	36.5625	48.793
-8.7625	36.5625	48.816
-8.7375	36.5625	48.826
-8.7125	36.5625	48.823
-8.6875	36.5625	48.815
-8.6625	36.5625	48.802
-8.6375	36.5625	48.796
-8.6125	36.5625	48.8
-8.5875	36.5625	48.8
-8.5625	36.5625	48.791
-8.5375	36.5625	48.786
-8.5125	36.5625	48.797
-8.4875	36.5625	48.822
-8.4625	36.5625	48.857
-8.4375	36.5625	48.894
-8.4125	36.5625	48.927
-8.3875	36.5625	48.955
-8.3625	36.5625	48.983
-8.3375	36.5625	49.013
-8.3125	36.5625	49.045
-8.2875	36.5625	49.075
-8.2625	36.5625	49.104
-8.2375	36.5625	49.131
-8.2125	36.5625	49.156
-8.1875	36.5625	49.178
-8.1625	36.5625	49.197
-8.1375	36.5625	49.214
-8.1125	36.5625	49.228
-8.0875	36.5625	49.242
-8.0625	36.5625	49.255
-8.0375	36.5625	49.266
-8.0125	36.5625	49.274
-7.9875	36.5625	49.279
-7.9625	36.5625	49.282
-7.9375	36.5625	49.281
-7.9125	36.5625	49.278
-7.8875	36.5625	49.275
-7.8625	36.5625	49.273
-7.8375	36.5625	49.271
-7.8125	36.5625	49.268
-7.7875	36.5625	49.269
-7.7625	36.5625	49.27
-7.7375	36.5625	49.27
-7.7125	36.5625	49.265
-7.6875	36.5625	49.253
-7.6625	36.5625	49.234
-7.6375	36.5625	49.204
-7.6125	36.5625	49.162
-7.5875	36.5625	49.111
-7.5625	36.5625	49.055
-7.5375	36.5625	48.995
-7.5125	36.5625	48.926
-7.4875	36.5625	48.85
-7.4625	36.5625	48.762
-7.4375	36.5625	48.661
-7.4125	36.5625	48.554
-7.3875	36.5625	48.442
-7.3625	36.5625	48.33
-7.3375	36.5625	48.22
-7.3125	36.5625	48.114
-7.2875	36.5625	48.015
-7.2625	36.5625	47.921
-7.2375	36.5625	47.834
-7.2125	36.5625	47.753
-7.1875	36.5625	47.677
-7.1625	36.5625	47.604
-7.1375	36.5625	47.533
-7.1125	36.5625	47.46
-7.0875	36.5625	47.388
-7.0625	36.5625	47.318
-7.0375	36.5625	47.247
-7.0125	36.5625	47.178
-6.9875	36.5625	47.108
-6.9625	36.5625	47.033
-6.9375	36.5625	46.957
-6.9125	36.5625	46.882
-6.8875	36.5625	46.811
-6.8625	36.5625	46.744
-6.8375	36.5625	46.679
-6.8125	36.5625	46.611
-6.7875	36.5625	46.539
-6.7625	36.5625	46.463
-6.7375	36.5625	46.382
-6.7125	36.5625	46.3
-6.6875	36.5625	46.221
-6.6625	36.5625	46.143
-6.6375	36.5625	46.067
-6.6125	36.5625	45.992
-6.5875	36.5625	45.917
-6.5625	36.5625	45.845
-6.5375	36.5625	45.774
-6.5125	36.5625	45.704
-6.4875	36.5625	45.639
-6.4625	36.5625	45.579
-6.4375	36.5625	45.523
-6.4125	36.5625	45.47
-6.3875	36.5625	45.42
-6.3625	36.5625	45.378
-6.3375	36.5625	45.345
-6.3125	36.5625	45.325
-6.2875	36.5625	45.307
-6.2625	36.5625	45.291
-6.2375	36.5625	45.278
-6.2125	36.5625	45.269
-6.1875	36.5625	45.26
-6.1625	36.5625	45.244
-6.1375	36.5625	45.228
-6.1125	36.5625	45.216
-6.0875	36.5625	45.212
-6.0625	36.5625	45.212
-6.0375	36.5625	45.203
-6.0125	36.5625	45.202
-5.9875	36.5625	45.191
-10.0125	36.5875	47.67
-9.9875	36.5875	47.718
-9.9625	36.5875	47.76
-9.9375	36.5875	47.798
-9.9125	36.5875	47.831
-9.8875	36.5875	47.859
-9.8625	36.5875	47.889
-9.8375	36.5875	47.923
-9.8125	36.5875	47.964
-9.7875	36.5875	48.013
-9.7625	36.5875	48.068
-9.7375	36.5875	48.126
-9.7125	36.5875	48.183
-9.6875	36.5875	48.239
-9.6625	36.5875	48.294
-9.6375	36.5875	48.346
-9.6125	36.5875	48.39
-9.5875	36.5875	48.427
-9.5625	36.5875	48.458
-9.5375	36.5875	48.482
-9.5125	36.5875	48.502
-9.4875	36.5875	48.518
-9.4625	36.5875	48.529
-9.4375	36.5875	48.534
-9.4125	36.5875	48.532
-9.3875	36.5875	48.522
-9.3625	36.5875	48.512
-9.3375	36.5875	48.503
-9.3125	36.5875	48.495
-9.2875	36.5875	48.482
-9.2625	36.5875	48.462
-9.2375	36.5875	48.441
-9.2125	36.5875	48.425
-9.1875	36.5875	48.413
-9.1625	36.5875	48.406
-9.1375	36.5875	48.396
-9.1125	36.5875	48.389
-9.0875	36.5875	48.394
-9.0625	36.5875	48.413
-9.0375	36.5875	48.445
-9.0125	36.5875	48.487
-8.9875	36.5875	48.532
-8.9625	36.5875	48.58
-8.9375	36.5875	48.633
-8.9125	36.5875	48.692
-8.8875	36.5875	48.752
-8.8625	36.5875	48.81
-8.8375	36.5875	48.861
-8.8125	36.5875	48.906
-8.7875	36.5875	48.944
-8.7625	36.5875	48.971
-8.7375	36.5875	48.986
-8.7125	36.5875	48.99
-8.6875	36.5875	48.986
-8.6625	36.5875	48.977
-8.6375	36.5875	48.975
-8.6125	36.5875	48.976
-8.5875	36.5875	48.964
-8.5625	36.5875	48.948
-8.5375	36.5875	48.939
-8.5125	36.5875	48.946
-8.4875	36.5875	48.973
-8.4625	36.5875	49.007
-8.4375	36.5875	49.039
-8.4125	36.5875	49.066
-8.3875	36.5875	49.085
-8.3625	36.5875	49.107
-8.3375	36.5875	49.133
-8.3125	36.5875	49.161
-8.2875	36.5875	49.186
-8.2625	36.5875	49.21
-8.2375	36.5875	49.233
-8.2125	36.5875	49.255
-8.1875	36.5875	49.274
-8.1625	36.5875	49.291
-8.1375	36.5875	49.304
-8.1125	36.5875	49.317
-8.0875	36.5875	49.329
-8.0625	36.5875	49.34
-8.0375	36.5875	49.347
-8.0125	36.5875	49.352
-7.9875	36.5875	49.355
-7.9625	36.5875	49.355
-7.9375	36.5875	49.354
-7.9125	36.5875	49.352
-7.8875	36.5875	49.349
-7.8625	36.5875	49.345
-7.8375	36.5875	49.342
-7.8125	36.5875	49.341
-7.7875	36.5875	49.341
-7.7625	36.5875	49.343
-7.7375	36.5875	49.344
-7.7125	36.5875	49.342
-7.6875	36.5875	49.334
-7.6625	36.5875	49.325
-7.6375	36.5875	49.31
-7.6125	36.5875	49.282
-7.5875	36.5875	49.245
-7.5625	36.5875	49.2
-7.5375	36.5875	49.148
-7.5125	36.5875	49.089
-7.4875	36.5875	49.023
-7.4625	36.5875	48.946
-7.4375	36.5875	48.859
-7.4125	36.5875	48.767
-7.3875	36.5875	48.67
-7.3625	36.5875	48.571
-7.3375	36.5875	48.472
-7.3125	36.5875	48.375
-7.2875	36.5875	48.283
-7.2625	36.5875	48.196
-7.2375	36.5875	48.116
-7.2125	36.5875	48.039
-7.1875	36.5875	47.968
-7.1625	36.5875	47.898
-7.1375	36.5875	47.829
-7.1125	36.5875	47.758
-7.0875	36.5875	47.687
-7.0625	36.5875	47.613
-7.0375	36.5875	47.542
-7.0125	36.5875	47.468
-6.9875	36.5875	47.395
-6.9625	36.5875	47.316
-6.9375	36.5875	47.238
-6.9125	36.5875	47.159
-6.8875	36.5875	47.085
-6.8625	36.5875	47.018
-6.8375	36.5875	46.948
-6.8125	36.5875	46.877
-6.7875	36.5875	46.797
-6.7625	36.5875	46.713
-6.7375	36.5875	46.626
-6.7125	36.5875	46.539
-6.6875	36.5875	46.453
-6.6625	36.5875	46.369
-6.6375	36.5875	46.288
-6.6125	36.5875	46.207
-6.5875	36.5875	46.127
-6.5625	36.5875	46.047
-6.5375	36.5875	45.969
-6.5125	36.5875	45.889
-6.4875	36.5875	45.822
-6.4625	36.5875	45.765
-6.4375	36.5875	45.709
-6.4125	36.5875	45.656
-6.3875	36.5875	45.605
-6.3625	36.5875	45.56
-6.3375	36.5875	45.524
-6.3125	36.5875	45.494
-6.2875	36.5875	45.48
-6.2625	36.5875	45.466
-6.2375	36.5875	45.448
-6.2125	36.5875	45.434
-6.1875	36.5875	45.423
-6.1625	36.5875	45.406
-6.1375	36.5875	45.39
-6.1125	36.5875	45.382
-6.0875	36.5875	45.377
-6.0625	36.5875	45.369
-6.0375	36.5875	45.363
-6.0125	36.5875	45.357
-5.9875	36.5875	45.355
-10.0125	36.6125	47.902
-9.9875	36.6125	47.947
-9.9625	36.6125	47.988
-9.9375	36.6125	48.021
-9.9125	36.6125	48.049
-9.8875	36.6125	48.074
-9.8625	36.6125	48.1
-9.8375	36.6125	48.128
-9.8125	36.6125	48.163
-9.7875	36.6125	48.208
-9.7625	36.6125	48.26
-9.7375	36.6125	48.317
-9.7125	36.6125	48.373
-9.6875	36.6125	48.429
-9.6625	36.6125	48.483
-9.6375	36.6125	48.534
-9.6125	36.6125	48.579
-9.5875	36.6125	48.62
-9.5625	36.6125	48.656
-9.5375	36.6125	48.688
-9.5125	36.6125	48.717
-9.4875	36.6125	48.744
-9.4625	36.6125	48.768
-9.4375	36.6125	48.785
-9.4125	36.6125	48.791
-9.3875	36.6125	48.786
-9.3625	36.6125	48.777
-9.3375	36.6125	48.77
-9.3125	36.6125	48.762
-9.2875	36.6125	48.748
-9.2625	36.6125	48.729
-9.2375	36.6125	48.708
-9.2125	36.6125	48.692
-9.1875	36.6125	48.678
-9.1625	36.6125	48.666
-9.1375	36.6125	48.655
-9.1125	36.6125	48.648
-9.0875	36.6125	48.647
-9.0625	36.6125	48.661
-9.0375	36.6125	48.69
-9.0125	36.6125	48.728
-8.9875	36.6125	48.766
-8.9625	36.6125	48.8
-8.9375	36.6125	48.84
-8.9125	36.6125	48.887
-8.8875	36.6125	48.934
-8.8625	36.6125	48.978
-8.8375	36.6125	49.019
-8.8125	36.6125	49.059
-8.7875	36.6125	49.094
-8.7625	36.6125	49.121
-8.7375	36.6125	49.141
-8.7125	36.6125	49.151
-8.6875	36.6125	49.151
-8.6625	36.6125	49.15
-8.6375	36.6125	49.15
-8.6125	36.6125	49.146
-8.5875	36.6125	49.129
-8.5625	36.6125	49.109
-8.5375	36.6125	49.097
-8.5125	36.6125	49.105
-8.4875	36.6125	49.131
-8.4625	36.6125	49.159
-8.4375	36.6125	49.186
-8.4125	36.6125	49.206
-8.3875	36.6125	49.223
-8.3625	36.6125	49.242
-8.3375	36.6125	49.264
-8.3125	36.6125	49.289
-8.2875	36.6125	49.31
-8.2625	36.6125	49.328
-8.2375	36.6125	49.346
-8.2125	36.6125	49.364
-8.1875	36.6125	49.382
-8.1625	36.6125	49.395
-8.1375	36.6125	49.405
-8.1125	36.6125	49.415
-8.0875	36.6125	49.424
-8.0625	36.6125	49.431
-8.0375	36.6125	49.436
-8.0125	36.6125	49.439
-7.9875	36.6125	49.44
-7.9625	36.6125	49.44
-7.9375	36.6125	49.439
-7.9125	36.6125	49.436
-7.8875	36.6125	49.431
-7.8625	36.6125	49.426
-7.8375	36.6125	49.423
-7.8125	36.6125	49.421
-7.7875	36.6125	49.42
-7.7625	36.6125	49.42
-7.7375	36.6125	49.419
-7.7125	36.6125	49.417
-7.6875	36.6125	49.412
-7.6625	36.6125	49.411
-7.6375	36.6125	49.405
-7.6125	36.6125	49.389
-7.5875	36.6125	49.361
-7.5625	36.6125	49.323
-7.5375	36.6125	49.279
-7.5125	36.6125	49.227
-7.4875	36.6125	49.169
-7.4625	36.6125	49.103
-7.4375	36.6125	49.03
-7.4125	36.6125	48.953
-7.3875	36.6125	48.872
-7.3625	36.6125	48.787
-7.3375	36.6125	48.702
-7.3125	36.6125	48.617
-7.2875	36.6125	48.535
-7.2625	36.6125	48.457
-7.2375	36.6125	48.384
-7.2125	36.6125	48.315
-7.1875	36.6125	48.25
-7.1625	36.6125	48.185
-7.1375	36.6125	48.118
-7.1125	36.6125	48.048
-7.0875	36.6125	47.977
-7.0625	36.6125	47.905
-7.0375	36.6125	47.831
-7.0125	36.6125	47.755
-6.9875	36.6125	47.677
-6.9625	36.6125	47.598
-6.9375	36.6125	47.516
-6.9125	36.6125	47.433
-6.8875	36.6125	47.353
-6.8625	36.6125	47.278
-6.8375	36.6125	47.203
-6.8125	36.6125	47.125
-6.7875	36.6125	47.041
-6.7625	36.6125	46.95
-6.7375	36.6125	46.858
-6.7125	36.6125	46.765
-6.6875	36.6125	46.675
-6.6625	36.6125	46.585
-6.6375	36.6125	46.499
-6.6125	36.6125	46.414
-6.5875	36.6125	46.329
-6.5625	36.6125	46.243
-6.5375	36.6125	46.156
-6.5125	36.6125	46.076
-6.4875	36.6125	46.005
-6.4625	36.6125	45.945
-6.4375	36.6125	45.897
-6.4125	36.6125	45.845
-6.3875	36.6125	45.79
-6.3625	36.6125	45.741
-6.3375	36.6125	45.701
-6.3125	36.6125	45.665
-6.2875	36.6125	45.65
-6.2625	36.6125	45.637
-6.2375	36.6125	45.614
-6.2125	36.6125	45.589
-6.1875	36.6125	45.582
-6.1625	36.6125	45.563
-6.1375	36.6125	45.549
-6.1125	36.6125	45.54
-6.0875	36.6125	45.531
-6.0625	36.6125	45.522
-6.0375	36.6125	45.508
-6.0125	36.6125	45.508
-5.9875	36.6125	45.512
-10.0125	36.6375	48.119
-9.9875	36.6375	48.163
-9.9625	36.6375	48.201
-9.9375	36.6375	48.233
-9.9125	36.6375	48.259
-9.8875	36.6375	48.279
-9.8625	36.6375	48.3
-9.8375	36.6375	48.323
-9.8125	36.6375	48.352
-9.7875	36.6375	48.391
-9.7625	36.6375	48.441
-9.7375	36.6375	48.496
-9.7125	36.6375	48.552
-9.6875	36.6375	48.609
-9.6625	36.6375	48.665
-9.6375	36.6375	48.718
-9.6125	36.6375	48.766
-9.5875	36.6375	48.812
-9.5625	36.6375	48.853
-9.5375	36.6375	48.892
-9.5125	36.6375	48.929
-9.4875	36.6375	48.964
-9.4625	36.6375	48.998
-9.4375	36.6375	49.027
-9.4125	36.6375	49.046
-9.3875	36.6375	49.048
-9.3625	36.6375	49.045
-9.3375	36.6375	49.038
-9.3125	36.6375	49.029
-9.2875	36.6375	49.014
-9.2625	36.6375	48.997
-9.2375	36.6375	48.98
-9.2125	36.6375	48.966
-9.1875	36.6375	48.951
-9.1625	36.6375	48.934
-9.1375	36.6375	48.921
-9.1125	36.6375	48.915
-9.0875	36.6375	48.915
-9.0625	36.6375	48.927
-9.0375	36.6375	48.954
-9.0125	36.6375	48.988
-8.9875	36.6375	49.014
-8.9625	36.6375	49.039
-8.9375	36.6375	49.071
-8.9125	36.6375	49.112
-8.8875	36.6375	49.15
-8.8625	36.6375	49.183
-8.8375	36.6375	49.213
-8.8125	36.6375	49.238
-8.7875	36.6375	49.26
-8.7625	36.6375	49.283
-8.7375	36.6375	49.302
-8.7125	36.6375	49.314
-8.6875	36.6375	49.318
-8.6625	36.6375	49.319
-8.6375	36.6375	49.317
-8.6125	36.6375	49.307
-8.5875	36.6375	49.29
-8.5625	36.6375	49.269
-8.5375	36.6375	49.259
-8.5125	36.6375	49.266
-8.4875	36.6375	49.29
-8.4625	36.6375	49.315
-8.4375	36.6375	49.337
-8.4125	36.6375	49.357
-8.3875	36.6375	49.376
-8.3625	36.6375	49.393
-8.3375	36.6375	49.41
-8.3125	36.6375	49.426
-8.2875	36.6375	49.439
-8.2625	36.6375	49.455
-8.2375	36.6375	49.47
-8.2125	36.6375	49.484
-8.1875	36.6375	49.497
-8.1625	36.6375	49.508
-8.1375	36.6375	49.516
-8.1125	36.6375	49.522
-8.0875	36.6375	49.527
-8.0625	36.6375	49.53
-8.0375	36.6375	49.534
-8.0125	36.6375	49.535
-7.9875	36.6375	49.535
-7.9625	36.6375	49.534
-7.9375	36.6375	49.532
-7.9125	36.6375	49.528
-7.8875	36.6375	49.524
-7.8625	36.6375	49.518
-7.8375	36.6375	49.512
-7.8125	36.6375	49.508
-7.7875	36.6375	49.505
-7.7625	36.6375	49.503
-7.7375	36.6375	49.502
-7.7125	36.6375	49.498
-7.6875	36.6375	49.496
-7.6625	36.6375	49.493
-7.6375	36.6375	49.491
-7.6125	36.6375	49.482
-7.5875	36.6375	49.462
-7.5625	36.6375	49.431
-7.5375	36.6375	49.391
-7.5125	36.6375	49.345
-7.4875	36.6375	49.294
-7.4625	36.6375	49.239
-7.4375	36.6375	49.179
-7.4125	36.6375	49.116
-7.3875	36.6375	49.049
-7.3625	36.6375	48.979
-7.3375	36.6375	48.909
-7.3125	36.6375	48.837
-7.2875	36.6375	48.767
-7.2625	36.6375	48.701
-7.2375	36.6375	48.636
-7.2125	36.6375	48.575
-7.1875	36.6375	48.516
-7.1625	36.6375	48.455
-7.1375	36.6375	48.391
-7.1125	36.6375	48.324
-7.0875	36.6375	48.255
-7.0625	36.6375	48.183
-7.0375	36.6375	48.107
-7.0125	36.6375	48.029
